Site Name,University,Full Name,Award Year,Dissertation Title,City,State,Country
"Gennadius Library, American School of Classical Studies",University of Chicago,Kristine Hess,2009,Mount Sinai and the Monastery of Saint Catherine: Depicting 'Place' and 'Space' in Pilgrimage Art,Athens,,Greece
National Library of Greece,University of Chicago,Kristine Hess,2009,Mount Sinai and the Monastery of Saint Catherine: Depicting 'Place' and 'Space' in Pilgrimage Art,Athens,,Greece
Vatican Museums,University of Chicago,Kristine Hess,2009,Mount Sinai and the Monastery of Saint Catherine: Depicting 'Place' and 'Space' in Pilgrimage Art,Rome,,Italy
Bayerische Staatsbibliothek,The Ohio State University,Nicholas Johnson,2009,"Musica Caelestia: Hermetic Philosophy, Astronomy, and Music at the Court of Rudolf II",Munich,,Germany
Biblioteka Uniwersytecka we Wroclawiu,The Ohio State University,Nicholas Johnson,2009,"Musica Caelestia: Hermetic Philosophy, Astronomy, and Music at the Court of Rudolf II",Wroclaw,,Poland
"Music library, Institute für Musikwissenschaft, Universität Wien",The Ohio State University,Nicholas Johnson,2009,"Musica Caelestia: Hermetic Philosophy, Astronomy, and Music at the Court of Rudolf II",Vienna,,Austria
Ésterreichische Nationalbibliothek,The Ohio State University,Nicholas Johnson,2009,"Musica Caelestia: Hermetic Philosophy, Astronomy, and Music at the Court of Rudolf II",Vienna,,Austria
Bayerische Staatsbibliothek,University of Wisconsin-Madison,Erin Lambert,2009,Singing God's Image: Rethinking Religious Difference Through Sixteenth-Century Visual and Musical Culture,Munich,,Germany
Herzog August Bibliothek,University of Wisconsin-Madison,Erin Lambert,2009,Singing God's Image: Rethinking Religious Difference Through Sixteenth-Century Visual and Musical Culture,Wolfenbüttel,,Germany
Leiden University Library,University of Wisconsin-Madison,Erin Lambert,2009,Singing God's Image: Rethinking Religious Difference Through Sixteenth-Century Visual and Musical Culture,Leiden,,Netherlands
Meertens Instituut,University of Wisconsin-Madison,Erin Lambert,2009,Singing God's Image: Rethinking Religious Difference Through Sixteenth-Century Visual and Musical Culture,Amsterdam,,Netherlands
Staatsbibliothek zu Berlin,University of Wisconsin-Madison,Erin Lambert,2009,Singing God's Image: Rethinking Religious Difference Through Sixteenth-Century Visual and Musical Culture,Berlin,,Germany
Utrecht University Library,University of Wisconsin-Madison,Erin Lambert,2009,Singing God's Image: Rethinking Religious Difference Through Sixteenth-Century Visual and Musical Culture,Utrecht,,Netherlands
"Catholic Office for Education Archives, Kinshasa",University of Michigan,Pedro Monaville,2009,Global 1968 in Kinshasa: From a Student Massacre to Ruins in a Postcolonial University,Kinshasa,,Democratic Republic of the Congo
CEPAS,University of Michigan,Pedro Monaville,2009,Global 1968 in Kinshasa: From a Student Massacre to Ruins in a Postcolonial University,Kinshasa,,Democratic Republic of the Congo
French Presidential Archives,University of Michigan,Pedro Monaville,2009,Global 1968 in Kinshasa: From a Student Massacre to Ruins in a Postcolonial University,Paris,,France
Ministry of Foreign Affairs Archive,University of Michigan,Pedro Monaville,2009,Global 1968 in Kinshasa: From a Student Massacre to Ruins in a Postcolonial University,Brussels,,Belgium
"British National Archives, Public Record Office",George Washington University,Lindsay Moore,2009,"Women at Law in England and the Chesapeake, 1630-1700",London,,United Kingdom
London Metropolitan Archives,George Washington University,Lindsay Moore,2009,"Women at Law in England and the Chesapeake, 1630-1700",London,,United Kingdom
Phillips Library,George Washington University,Lindsay Moore,2009,"Women at Law in England and the Chesapeake, 1630-1700",Salem,MA,USA
"History Research Center, National Museum of American History",Boston University,Virginia Myhaver,2009,The 'New American Revolution': Cultural Politics and the 1976 American Bicentennial,Washington,DC,USA
Library of Congress,Boston University,Virginia Myhaver,2009,The 'New American Revolution': Cultural Politics and the 1976 American Bicentennial,Washington,DC,USA
"National Archives, College Park, MD (NARA II)",Boston University,Virginia Myhaver,2009,The 'New American Revolution': Cultural Politics and the 1976 American Bicentennial,College Park,MD,USA
Paley Center for Media,Boston University,Virginia Myhaver,2009,The 'New American Revolution': Cultural Politics and the 1976 American Bicentennial,New York,NY,USA
"Ralph Rinzler Folklife Archive, Center for Folklife and Cultural Heritage",Boston University,Virginia Myhaver,2009,The 'New American Revolution': Cultural Politics and the 1976 American Bicentennial,Washington,DC,USA
Smithsonian Institutional Archives,Boston University,Virginia Myhaver,2009,The 'New American Revolution': Cultural Politics and the 1976 American Bicentennial,Washington,DC,USA
"Bodleian Library, Oxford University",Brown University,Daphna Oren-Magidor,2009,Dealing with Infertility in Early Modern England,Oxford,,United Kingdom
British Library,Brown University,Daphna Oren-Magidor,2009,Dealing with Infertility in Early Modern England,London,,United Kingdom
"British National Archives, Public Record Office",Brown University,Daphna Oren-Magidor,2009,Dealing with Infertility in Early Modern England,London,,United Kingdom
Folger Shakespeare Library,Brown University,Daphna Oren-Magidor,2009,Dealing with Infertility in Early Modern England,Washington,DC,USA
Harvard Center for the History of Medicine,Brown University,Daphna Oren-Magidor,2009,Dealing with Infertility in Early Modern England,Boston,MA,USA
London Metropolitan Archives,Brown University,Daphna Oren-Magidor,2009,Dealing with Infertility in Early Modern England,London,,United Kingdom
Wellcome Library,Brown University,Daphna Oren-Magidor,2009,Dealing with Infertility in Early Modern England,London,,United Kingdom
Antigua National Archives,"University of California, San Diego",Jamie Rosenthal,2009,"Of Bonds and Bondage: Gender, Slavery, and Transatlantic Intimacies in the Eighteenth Century",St. John's,,Antigua
British Library,"University of California, San Diego",Jamie Rosenthal,2009,"Of Bonds and Bondage: Gender, Slavery, and Transatlantic Intimacies in the Eighteenth Century",London,,United Kingdom
Huntington Library,"University of California, San Diego",Jamie Rosenthal,2009,"Of Bonds and Bondage: Gender, Slavery, and Transatlantic Intimacies in the Eighteenth Century",San Marino,CA,USA
"Institute of Commonwealth Studies Library, University of London","University of California, San Diego",Jamie Rosenthal,2009,"Of Bonds and Bondage: Gender, Slavery, and Transatlantic Intimacies in the Eighteenth Century",London,,United Kingdom
Museum of Antigua and Barbuda Library,"University of California, San Diego",Jamie Rosenthal,2009,"Of Bonds and Bondage: Gender, Slavery, and Transatlantic Intimacies in the Eighteenth Century",St. John's,,Antigua
"School of Oriental and African Studies Library, University of London","University of California, San Diego",Jamie Rosenthal,2009,"Of Bonds and Bondage: Gender, Slavery, and Transatlantic Intimacies in the Eighteenth Century",London,,United Kingdom
Archives of the International Committee of the Red Cross (AICRC),Binghamton University,Jaime Wadowiec,2009,"The Afterlives of Empire: Immigration and the Politics of Difference in Decolonized France, 1962-1974",Geneva,,Switzerland
Bibliotheque Nationale de France,Binghamton University,Jaime Wadowiec,2009,"The Afterlives of Empire: Immigration and the Politics of Difference in Decolonized France, 1962-1974",Paris,,France
Centre d'accueil et de recherche des Archives Nationales (CARAN),Binghamton University,Jaime Wadowiec,2009,"The Afterlives of Empire: Immigration and the Politics of Difference in Decolonized France, 1962-1974",Paris,,France
Departmental archives of the Gard,Binghamton University,Jaime Wadowiec,2009,"The Afterlives of Empire: Immigration and the Politics of Difference in Decolonized France, 1962-1974",Nimes,,France
Service Historique de l'Armée de Terre (Army Archives),Binghamton University,Jaime Wadowiec,2009,"The Afterlives of Empire: Immigration and the Politics of Difference in Decolonized France, 1962-1974",Vincennes,,France
"Center for American History, University of Texas","University of Maryland, College Park",Kimberly Welch,2009,Subordinate Southerners and the Local Legal Culture in the Old South,Austin,TX,USA
Aligarh Muslim University,"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1929",Aligarh,,India
Archives of the Prime Minister's Office (Basbakanl›k Arsivleri),"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1938",Istanbul,,Turkey
Atatürk Library,"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1939",Istanbul,,Turkey
Jamia Millia Islamia University,"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1933",New Delhi,,India
Ministry of Foreign Affairs records (Hariciye Vekäleti),"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1935",Ankara,,Turkey
Nadwat al-Ulama College,"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1932",Lucknow,,India
National Records of India Office,"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1934",New Delhi,,India
The Center for Islamic Studies (Islâm Arastırmaları Merkezi),"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1940",Istanbul,,Turkey
Turkish Historical Society collections (Türk Tarih Kurumu),"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1936",Ankara,,Turkey
Turkish National Library (Milli Kütüphane),"University of California, Berkeley",Faiz Ahmed,2010,"A Rule of Law Project for Afghanistan: The Nizamnama Codes of Shah Amanullah and the Indo-Turkish Juridical Nexus, 1919-1937",Ankara,,Turkey
Archivo de Instrumentos PÏblicos del Gobierno del Estado de Guadalajara,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Guadalajara,,Mexico
Archivo del Ayuntamiento de Puebla,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Puebla,,Mexico
Archivo General de la Nación,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Mexico City,,Mexico
Archivo General de Notarías,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Mexico City,,Mexico
Archivo General de Notarías de Puebla,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Puebla,,Mexico
Archivo General Municipal de Puebla,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Puebla,,Mexico
Archivo  Histórico del Distrito Federal,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Mexico City,,Mexico
Archivo  Histórico del Estado de Zacatecas,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Zacatecas,,Mexico
"Archivo Judicial de Puebla, Instituto Nacional de Antropología e Historia",Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Puebla,,Mexico
Archivo Municipal de Guadalajara,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Guadalajara,,Mexico
Biblioteca del Tribunal Superior de Justicia del Estado de Zacatecas,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Zacatecas,,Mexico
Biblioteca Nacional de México,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Mexico City,,Mexico
Biblioteca Pública del Estado,Johns Hopkins University,Norah Andrews,2010,"Afromexican Royal Tribute and Emerging Ideas of Race, 1700-1810",Guadalajara,,Mexico
Archives communales d'Ivry-sur-Seine,"University of California, Santa Barbara",Megan Barber,2010,The Politics of Popular Protest in Vichy France,Paris,,France
Archives de Paris,"University of California, Santa Barbara",Megan Barber,2010,The Politics of Popular Protest in Vichy France,Paris,,France
Archives Nationales,"University of California, Santa Barbara",Megan Barber,2010,The Politics of Popular Protest in Vichy France,Paris,,France
